Match,Round,Source,Attack,Defense,Vitality,Eccentricity
3,9.0,Random2,0.0,0.0,1.0,-0.03
3,9.0,DQL_vitality,0.0,0.0,1.0,-0.03
3,9.0,Random0,0.0,0.0,1.0,-0.03
3,9.0,Random1,3.0,0.0,1.0,0.0
3,9.0,Random2,,,,-0.03
3,9.0,DQL_vitality,,,,-0.03
3,9.0,Random0,,,,-0.03
3,10.0,Random1,0.0,0.0,1.0,-0.03
3,10.0,Random2,3.0,0.0,1.0,0.0
3,10.0,DQL_vitality,0.0,0.0,0.0,-0.03
3,10.0,Random0,0.0,0.0,0.0,-0.03
3,10.0,Random1,,,,-0.03
3,11.0,Random2,0.0,0.0,1.0,-0.03
3,11.0,DQL_vitality,1.0,2.0,2.0,0.0
3,11.0,Random0,2.0,0.0,1.0,-0.03
3,11.0,Random1,0.0,0.0,0.0,-0.03
3,11.0,Random2,,,,-0.03
3,11.0,DQL_vitality,,,,0.0
3,11.0,Random0,,,,-0.03
3,12.0,DQL_vitality,0.0,0.0,1.0,-0.03
3,12.0,Random0,0.0,0.0,1.0,-0.03
3,12.0,Random1,3.0,0.0,1.0,0.0
3,12.0,Random2,0.0,0.0,0.0,-0.03
3,12.0,DQL_vitality,,,,-0.03
3,12.0,Random0,,,,-0.03
3,13.0,Random1,3.0,0.0,1.0,0.0
3,13.0,Random2,0.0,0.0,0.0,-0.03
3,13.0,DQL_vitality,0.0,0.0,0.0,-0.03
3,13.0,Random0,0.0,0.0,0.0,-0.03
3,14.0,Random1,0.0,0.0,1.0,0.0
3,14.0,Random2,2.0,0.0,1.0,0.0
3,14.0,DQL_vitality,0.0,0.0,0.0,-0.03
3,14.0,Random0,0.0,0.0,0.0,-0.03
4,1.0,Random0,2.0,1.0,2.0,0.0
4,1.0,Random1,0.0,0.0,1.0,-0.03
4,1.0,Random2,1.0,0.0,1.0,-0.03
4,1.0,DQL_vitality,0.0,0.0,0.0,-0.03
4,1.0,Random0,,,,0.0
4,1.0,Random1,,,,-0.03
4,1.0,Random2,,,,-0.03
4,2.0,Random0,0.0,0.0,1.0,-0.03
4,2.0,Random1,1.0,2.0,2.0,0.0
4,2.0,Random2,2.0,0.0,1.0,-0.03
4,2.0,DQL_vitality,0.0,0.0,0.0,-0.03
4,2.0,Random0,,,,-0.03
4,2.0,Random1,,,,0.0
4,2.0,Random2,,,,-0.03
4,3.0,Random1,1.0,2.0,2.0,0.0
4,3.0,Random2,2.0,0.0,1.0,-0.03
4,3.0,DQL_vitality,0.0,0.0,0.0,-0.03
4,3.0,Random0,0.0,0.0,0.0,-0.03
4,3.0,Random1,,,,0.0
4,3.0,Random2,,,,-0.03
4,4.0,Random1,3.0,0.0,1.0,0.0
4,4.0,Random2,0.0,0.0,0.0,-0.03
4,4.0,DQL_vitality,0.0,0.0,0.0,-0.03
4,4.0,Random0,0.0,0.0,0.0,-0.03
4,5.0,Random1,2.0,1.0,2.0,0.0
4,5.0,Random2,0.0,0.0,1.0,-0.03
4,5.0,DQL_vitality,1.0,0.0,1.0,-0.03
4,5.0,Random0,0.0,0.0,0.0,-0.03
4,5.0,Random1,,,,0.0
4,5.0,Random2,,,,-0.03
4,5.0,DQL_vitality,,,,-0.03
4,6.0,Random1,3.0,0.0,1.0,0.0
4,6.0,Random2,0.0,0.0,0.0,-0.03
4,6.0,DQL_vitality,0.0,0.0,0.0,-0.03
4,6.0,Random0,0.0,0.0,0.0,-0.03
4,7.0,Random1,0.0,0.0,1.0,-0.03
4,7.0,Random2,0.0,0.0,1.0,-0.03
4,7.0,DQL_vitality,0.0,0.0,1.0,-0.03
4,7.0,Random0,3.0,0.0,1.0,0.0
4,7.0,Random1,,,,-0.03
4,7.0,Random2,,,,-0.03
4,7.0,DQL_vitality,,,,-0.03
4,8.0,Random0,0.0,0.0,1.0,-0.03
4,8.0,Random1,3.0,0.0,1.0,0.0
4,8.0,Random2,0.0,0.0,0.0,-0.03
4,8.0,DQL_vitality,0.0,0.0,0.0,-0.03
4,8.0,Random0,,,,-0.03
5,1.0,Random2,0.0,0.0,1.0,-0.03
5,1.0,DQL_vitality,0.0,0.0,1.0,-0.03
5,1.0,Random0,3.0,0.0,1.0,0.0
5,1.0,Random1,0.0,0.0,0.0,-0.03
5,1.0,Random2,,,,-0.03
5,1.0,DQL_vitality,,,,-0.03
5,2.0,Random0,0.0,0.0,1.0,-0.03
5,2.0,Random1,3.0,0.0,1.0,0.0
5,2.0,Random2,0.0,0.0,0.0,-0.03
5,2.0,DQL_vitality,0.0,0.0,0.0,-0.03
5,2.0,Random0,,,,-0.03
5,3.0,Random1,0.0,0.0,1.0,-0.03
5,3.0,Random2,3.0,0.0,1.0,0.0
5,3.0,DQL_vitality,0.0,0.0,0.0,-0.03
5,3.0,Random0,0.0,0.0,0.0,-0.03
5,3.0,Random1,,,,-0.03
5,4.0,Random2,3.0,0.0,1.0,0.0
5,4.0,DQL_vitality,0.0,0.0,0.0,-0.03
5,4.0,Random0,0.0,0.0,0.0,-0.03
5,4.0,Random1,0.0,0.0,0.0,-0.03
5,5.0,Random2,0.0,0.0,1.0,-0.03
5,5.0,DQL_vitality,0.0,0.0,1.0,-0.03
5,5.0,Random0,0.0,2.0,2.0,-0.03
5,5.0,Random1,1.0,2.0,2.0,0.0
5,5.0,Random2,,,,-0.03
5,5.0,DQL_vitality,,,,-0.03
5,5.0,Random0,,,,-0.03
5,5.0,Random1,,,,0.0
5,5.0,Random0,,,,-0.03
5,6.0,Random1,2.0,0.0,1.0,-0.03
5,6.0,Random2,0.0,0.0,0.0,-0.03
5,6.0,DQL_vitality,0.0,0.0,0.0,-0.03
5,6.0,Random0,1.0,2.0,1.0,0.0
5,6.0,Random1,,,,-0.03
5,7.0,Random0,0.0,0.0,1.0,-0.03
5,7.0,Random1,1.0,0.0,1.0,-0.03
5,7.0,Random2,0.0,0.0,0.0,-0.03
5,7.0,DQL_vitality,2.0,1.0,1.0,0.0
5,7.0,Random0,,,,-0.03
5,7.0,Random1,,,,-0.03
5,8.0,DQL_vitality,0.0,0.0,1.0,-0.03
5,8.0,Random0,0.0,0.0,1.0,-0.03
5,8.0,Random1,3.0,0.0,1.0,0.0
5,8.0,Random2,0.0,0.0,0.0,-0.03
5,8.0,DQL_vitality,,,,-0.03
5,8.0,Random0,,,,-0.03
5,9.0,Random1,1.0,0.0,1.0,-0.03
5,9.0,Random2,0.0,0.0,0.0,-0.03
5,9.0,DQL_vitality,0.0,1.0,1.0,-0.03
5,9.0,Random0,2.0,1.0,1.0,0.0
5,9.0,Random1,,,,-0.03
5,9.0,DQL_vitality,,,,-0.03
5,10.0,Random0,3.0,0.0,2.0,0.0
5,10.0,Random1,0.0,0.0,1.0,-0.03
5,10.0,Random2,0.0,0.0,1.0,-0.03
5,10.0,DQL_vitality,0.0,0.0,1.0,-0.03
5,10.0,Random0,,,,0.0
5,10.0,Random1,,,,-0.03
5,10.0,Random2,,,,-0.03
5,10.0,DQL_vitality,,,,-0.03
5,11.0,Random0,0.0,0.0,1.0,0.0
5,11.0,Random1,2.0,0.0,1.0,0.0
5,11.0,Random2,0.0,0.0,0.0,-0.03
5,11.0,DQL_vitality,0.0,0.0,0.0,-0.03
6,1.0,Random2,0.0,0.0,1.0,-0.03
6,1.0,DQL_vitality,0.0,0.0,1.0,-0.03
6,1.0,Random0,3.0,0.0,1.0,0.0
6,1.0,Random1,0.0,0.0,0.0,-0.03
6,1.0,Random2,,,,-0.03
6,1.0,DQL_vitality,,,,-0.03
6,2.0,Random0,3.0,0.0,1.0,0.0
6,2.0,Random1,0.0,0.0,0.0,-0.03
6,2.0,Random2,0.0,0.0,0.0,-0.03
6,2.0,DQL_vitality,0.0,0.0,0.0,-0.03
6,3.0,Random0,0.0,0.0,1.0,-0.03
6,3.0,Random1,0.0,0.0,1.0,-0.03
6,3.0,Random2,0.0,0.0,1.0,-0.03
6,3.0,DQL_vitality,3.0,0.0,1.0,0.0
6,3.0,Random0,,,,-0.03
6,3.0,Random1,,,,-0.03
6,3.0,Random2,,,,-0.03
6,4.0,DQL_vitality,0.0,0.0,1.0,-0.03
6,4.0,Random0,1.0,0.0,1.0,-0.03
6,4.0,Random1,0.0,0.0,0.0,-0.03
6,4.0,Random2,2.0,1.0,1.0,0.0
6,4.0,DQL_vitality,,,,-0.03
6,4.0,Random0,,,,-0.03
6,5.0,Random2,1.0,2.0,2.0,0.0
6,5.0,DQL_vitality,2.0,0.0,1.0,-0.03
6,5.0,Random0,0.0,0.0,0.0,-0.03
6,5.0,Random1,0.0,0.0,0.0,-0.03
6,5.0,Random2,,,,0.0
6,5.0,DQL_vitality,,,,-0.03
6,6.0,Random2,3.0,0.0,1.0,0.0
6,6.0,DQL_vitality,0.0,0.0,0.0,-0.03
6,6.0,Random0,0.0,0.0,0.0,-0.03
6,6.0,Random1,0.0,0.0,0.0,-0.03
6,7.0,Random2,3.0,0.0,2.0,0.0
6,7.0,DQL_vitality,0.0,0.0,1.0,-0.03
6,7.0,Random0,0.0,0.0,1.0,-0.03
6,7.0,Random1,0.0,0.0,1.0,-0.03
6,7.0,Random2,,,,0.0
6,7.0,DQL_vitality,,,,-0.03
6,7.0,Random0,,,,-0.03
6,7.0,Random1,,,,-0.03
6,8.0,Random2,0.0,0.0,1.0,-0.03
6,8.0,DQL_vitality,0.0,0.0,1.0,-0.03
6,8.0,Random0,3.0,0.0,1.0,0.0
6,8.0,Random1,0.0,0.0,0.0,-0.03
6,8.0,Random2,,,,-0.03
6,8.0,DQL_vitality,,,,-0.03
6,9.0,Random0,0.0,0.0,1.0,-0.03
6,9.0,Random1,1.0,0.0,1.0,-0.03
6,9.0,Random2,0.0,0.0,0.0,-0.03
6,9.0,DQL_vitality,2.0,1.0,1.0,0.0
6,9.0,Random0,,,,-0.03
6,9.0,Random1,,,,-0.03
6,10.0,DQL_vitality,0.0,0.0,1.0,-0.03
6,10.0,Random0,0.0,0.0,1.0,-0.03
6,10.0,Random1,3.0,0.0,1.0,0.0
6,10.0,Random2,0.0,0.0,0.0,-0.03
6,10.0,DQL_vitality,,,,-0.03
6,10.0,Random0,,,,-0.03
6,11.0,Random1,3.0,0.0,1.0,0.0
6,11.0,Random2,0.0,0.0,0.0,-0.03
6,11.0,DQL_vitality,0.0,0.0,0.0,-0.03
6,11.0,Random0,0.0,0.0,0.0,-0.03
6,12.0,Random1,3.0,0.0,1.0,0.0
6,12.0,Random2,0.0,0.0,0.0,-0.03
6,12.0,DQL_vitality,0.0,0.0,0.0,-0.03
6,12.0,Random0,0.0,0.0,0.0,-0.03
6,13.0,Random1,3.0,0.0,1.0,0.0
6,13.0,Random2,0.0,0.0,0.0,-0.03
6,13.0,DQL_vitality,0.0,0.0,0.0,-0.03
6,13.0,Random0,0.0,0.0,0.0,-0.03
6,14.0,Random1,1.0,0.0,1.0,-0.03
6,14.0,Random2,0.0,0.0,0.0,-0.03
6,14.0,DQL_vitality,2.0,1.0,1.0,0.0
6,14.0,Random0,0.0,0.0,0.0,-0.03
6,14.0,Random1,,,,-0.03
7,1.0,Random1,1.0,0.0,1.0,-0.03
7,1.0,Random2,0.0,0.0,0.0,-0.03
7,1.0,DQL_vitality,0.0,1.0,1.0,-0.03
7,1.0,Random0,2.0,1.0,1.0,0.0
7,1.0,Random1,,,,-0.03
7,1.0,DQL_vitality,,,,-0.03
7,2.0,Random0,0.0,0.0,1.0,-0.03
7,2.0,Random1,0.0,0.0,1.0,-0.03
7,2.0,Random2,3.0,0.0,1.0,0.0
7,2.0,DQL_vitality,0.0,0.0,0.0,-0.03
7,2.0,Random0,,,,-0.03
7,2.0,Random1,,,,-0.03
7,3.0,Random2,1.0,2.0,2.0,0.0
7,3.0,DQL_vitality,2.0,0.0,1.0,-0.03
7,3.0,Random0,0.0,0.0,0.0,-0.03
7,3.0,Random1,0.0,0.0,0.0,-0.03
7,3.0,Random2,,,,0.0
7,3.0,DQL_vitality,,,,-0.03
7,4.0,Random2,0.0,0.0,1.0,-0.03
7,4.0,DQL_vitality,3.0,0.0,1.0,0.0
7,4.0,Random0,0.0,0.0,0.0,-0.03
7,4.0,Random1,0.0,0.0,0.0,-0.03
7,4.0,Random2,,,,-0.03
7,5.0,DQL_vitality,0.0,0.0,1.0,-0.03
7,5.0,Random0,3.0,0.0,1.0,0.0
7,5.0,Random1,0.0,0.0,0.0,-0.03
7,5.0,Random2,0.0,0.0,0.0,-0.03
7,5.0,DQL_vitality,,,,-0.03
7,6.0,Random0,1.0,1.0,2.0,-0.03
7,6.0,Random1,0.0,0.0,0.0,-0.03
7,6.0,Random2,0.0,1.0,1.0,-0.03
7,6.0,DQL_vitality,1.0,2.0,2.0,0.0
7,6.0,Random0,,,,-0.03
7,6.0,Random2,,,,-0.03
7,6.0,DQL_vitality,,,,0.0
7,6.0,Random0,,,,-0.03
7,7.0,DQL_vitality,0.0,0.0,1.0,-0.03
7,7.0,Random0,1.0,0.0,1.0,-0.03
7,7.0,Random1,0.0,0.0,0.0,-0.03
7,7.0,Random2,2.0,1.0,1.0,0.0
7,7.0,DQL_vitality,,,,-0.03
7,7.0,Random0,,,,-0.03
7,8.0,Random2,3.0,0.0,1.0,0.0
7,8.0,DQL_vitality,0.0,0.0,0.0,-0.03
7,8.0,Random0,0.0,0.0,0.0,-0.03
7,8.0,Random1,0.0,0.0,0.0,-0.03
7,9.0,Random2,3.0,0.0,1.0,0.0
7,9.0,DQL_vitality,0.0,0.0,0.0,-0.03
7,9.0,Random0,0.0,0.0,0.0,-0.03
7,9.0,Random1,0.0,0.0,0.0,-0.03
7,10.0,Random2,0.0,0.0,1.0,0.0
7,10.0,DQL_vitality,0.0,0.0,1.0,-0.03
7,10.0,Random0,3.0,0.0,1.0,-0.03
7,10.0,Random1,0.0,0.0,0.0,-0.03
7,10.0,DQL_vitality,,,,-0.03
7,10.0,Random0,,,,-0.03
8,1.0,DQL_vitality,0.0,0.0,1.0,-0.03
8,1.0,Random0,2.0,1.0,2.0,0.0
8,1.0,Random1,0.0,0.0,1.0,-0.03
8,1.0,Random2,1.0,0.0,1.0,-0.03
8,1.0,DQL_vitality,,,,-0.03
8,1.0,Random0,,,,0.0
8,1.0,Random1,,,,-0.03
8,1.0,Random2,,,,-0.03
8,2.0,Random0,1.0,0.0,1.0,-0.03
8,2.0,Random1,0.0,0.0,0.0,-0.03
8,2.0,Random2,2.0,1.0,1.0,0.0
8,2.0,DQL_vitality,0.0,0.0,0.0,-0.03
8,2.0,Random0,,,,-0.03
8,3.0,Random2,0.0,0.0,1.0,-0.03
8,3.0,DQL_vitality,0.0,0.0,1.0,-0.03
8,3.0,Random0,3.0,0.0,1.0,0.0
8,3.0,Random1,0.0,0.0,0.0,-0.03
8,3.0,Random2,,,,-0.03
8,3.0,DQL_vitality,,,,-0.03
8,4.0,Random0,0.0,0.0,1.0,-0.03
8,4.0,Random1,0.0,0.0,1.0,-0.03
8,4.0,Random2,3.0,0.0,1.0,0.0
8,4.0,DQL_vitality,0.0,0.0,0.0,-0.03
8,4.0,Random0,,,,-0.03
8,4.0,Random1,,,,-0.03
8,5.0,Random2,0.0,0.0,1.0,-0.03
8,5.0,DQL_vitality,0.0,0.0,1.0,-0.03
8,5.0,Random0,3.0,0.0,1.0,0.0
8,5.0,Random1,0.0,0.0,0.0,-0.03
8,5.0,Random2,,,,-0.03
8,5.0,DQL_vitality,,,,-0.03
8,6.0,Random0,0.0,0.0,1.0,-0.03
8,6.0,Random1,1.0,0.0,1.0,-0.03
8,6.0,Random2,0.0,0.0,0.0,-0.03
8,6.0,DQL_vitality,2.0,1.0,1.0,0.0
8,6.0,Random0,,,,-0.03
8,6.0,Random1,,,,-0.03
8,7.0,DQL_vitality,0.0,0.0,1.0,-0.03
8,7.0,Random0,1.0,0.0,1.0,-0.03
8,7.0,Random1,0.0,0.0,0.0,-0.03
8,7.0,Random2,2.0,1.0,1.0,0.0
8,7.0,DQL_vitality,,,,-0.03
8,7.0,Random0,,,,-0.03
8,8.0,Random2,1.0,0.0,1.0,-0.03
8,8.0,DQL_vitality,0.0,0.0,0.0,-0.03
8,8.0,Random0,0.0,1.0,1.0,-0.03
8,8.0,Random1,2.0,1.0,1.0,0.0
8,8.0,Random2,,,,-0.03
8,8.0,Random0,,,,-0.03
8,9.0,Random1,0.0,0.0,1.0,-0.03
8,9.0,Random2,0.0,2.0,2.0,-0.03
8,9.0,DQL_vitality,1.0,2.0,2.0,0.0
8,9.0,Random0,0.0,0.0,0.0,-0.03
8,9.0,Random1,,,,-0.03
8,9.0,Random2,,,,-0.03
8,9.0,DQL_vitality,,,,0.0
8,9.0,Random2,,,,-0.03
8,10.0,DQL_vitality,0.0,0.0,1.0,-0.03
8,10.0,Random0,1.0,0.0,1.0,0.0
8,10.0,Random1,0.0,0.0,0.0,-0.03
8,10.0,Random2,2.0,1.0,1.0,-0.03
8,10.0,DQL_vitality,,,,-0.03
8,10.0,Random2,,,,-0.03
9,1.0,DQL_vitality,0.0,0.0,1.0,-0.03
9,1.0,Random0,0.0,0.0,1.0,-0.03
9,1.0,Random1,0.0,0.0,1.0,-0.03
9,1.0,Random2,3.0,0.0,1.0,0.0
9,1.0,DQL_vitality,,,,-0.03
9,1.0,Random0,,,,-0.03
9,1.0,Random1,,,,-0.03
9,2.0,Random2,3.0,0.0,1.0,0.0
9,2.0,DQL_vitality,0.0,0.0,0.0,-0.03
9,2.0,Random0,0.0,0.0,0.0,-0.03
9,2.0,Random1,0.0,0.0,0.0,-0.03
9,3.0,Random2,0.0,0.0,1.0,-0.03
9,3.0,DQL_vitality,0.0,0.0,1.0,-0.03
9,3.0,Random0,3.0,0.0,1.0,0.0
9,3.0,Random1,0.0,0.0,0.0,-0.03
9,3.0,Random2,,,,-0.03
9,3.0,DQL_vitality,,,,-0.03
9,4.0,Random0,0.0,2.0,2.0,-0.03
9,4.0,Random1,1.0,2.0,2.0,0.0
9,4.0,Random2,0.0,0.0,0.0,-0.03
9,4.0,DQL_vitality,0.0,0.0,0.0,-0.03
9,4.0,Random0,,,,-0.03
9,4.0,Random1,,,,0.0
9,4.0,Random0,,,,-0.03
9,5.0,Random1,0.0,0.0,1.0,-0.03
9,5.0,Random2,0.0,0.0,1.0,-0.03
9,5.0,DQL_vitality,3.0,0.0,1.0,0.0
9,5.0,Random0,0.0,0.0,0.0,-0.03
9,5.0,Random1,,,,-0.03
9,5.0,Random2,,,,-0.03
9,6.0,DQL_vitality,0.0,0.0,1.0,-0.03
9,6.0,Random0,1.0,0.0,1.0,-0.03
9,6.0,Random1,0.0,0.0,0.0,-0.03
9,6.0,Random2,2.0,1.0,1.0,0.0
9,6.0,DQL_vitality,,,,-0.03
9,6.0,Random0,,,,-0.03
9,7.0,Random2,1.0,0.0,1.0,-0.03
9,7.0,DQL_vitality,0.0,0.0,0.0,-0.03
9,7.0,Random0,2.0,1.0,1.0,0.0
9,7.0,Random1,0.0,0.0,0.0,-0.03
9,7.0,Random2,,,,-0.03
9,8.0,Random0,0.0,0.0,1.0,-0.03
9,8.0,Random1,3.0,0.0,1.0,0.0
9,8.0,Random2,0.0,0.0,0.0,-0.03
9,8.0,DQL_vitality,0.0,0.0,0.0,-0.03
9,8.0,Random0,,,,-0.03
9,9.0,Random1,0.0,0.0,1.0,-0.03
9,9.0,Random2,3.0,0.0,1.0,0.0
